step,module_i,module_j,A,B,R_A,R_D,T,coordinate,seen_count_after,is_reuse
51,0,6,26,126,26,100,100,"(26, 100, 100)",13,True
51,0,7,26,126,26,100,100,"(26, 100, 100)",14,True
51,1,2,26,27,26,1,1,"(26, 1, 1)",15,True
51,1,3,26,27,26,1,1,"(26, 1, 1)",16,True
51,1,4,26,86,18,76,60,"(18, 76, 60)",15,True
51,1,5,26,86,18,76,60,"(18, 76, 60)",16,True
51,1,6,26,126,26,100,100,"(26, 100, 100)",15,True
51,1,7,26,126,26,100,100,"(26, 100, 100)",16,True
51,2,3,27,27,27,0,0,"(27, 0, 0)",4,True
51,2,4,27,86,18,77,59,"(18, 77, 59)",13,True
51,2,5,27,86,18,77,59,"(18, 77, 59)",14,True
51,2,6,27,126,26,101,99,"(26, 101, 99)",13,True
51,2,7,27,126,26,101,99,"(26, 101, 99)",14,True
51,3,4,27,86,18,77,59,"(18, 77, 59)",15,True
51,3,5,27,86,18,77,59,"(18, 77, 59)",16,True
51,3,6,27,126,26,101,99,"(26, 101, 99)",15,True
51,3,7,27,126,26,101,99,"(26, 101, 99)",16,True
51,4,5,86,86,86,0,0,"(86, 0, 0)",4,True
51,4,6,86,126,86,40,40,"(86, 40, 40)",13,True
51,4,7,86,126,86,40,40,"(86, 40, 40)",14,True
51,5,6,86,126,86,40,40,"(86, 40, 40)",15,True
51,5,7,86,126,86,40,40,"(86, 40, 40)",16,True
51,6,7,126,126,126,0,0,"(126, 0, 0)",4,True
52,0,1,26,26,26,0,0,"(26, 0, 0)",13,True
52,0,2,26,27,26,1,1,"(26, 1, 1)",17,True
52,0,3,26,27,26,1,1,"(26, 1, 1)",18,True
52,0,4,26,86,18,76,60,"(18, 76, 60)",17,True
52,0,5,26,86,18,76,60,"(18, 76, 60)",18,True
52,0,6,26,126,26,100,100,"(26, 100, 100)",17,True
52,0,7,26,126,26,100,100,"(26, 100, 100)",18,True
52,1,2,26,27,26,1,1,"(26, 1, 1)",19,True
52,1,3,26,27,26,1,1,"(26, 1, 1)",20,True
52,1,4,26,86,18,76,60,"(18, 76, 60)",19,True
52,1,5,26,86,18,76,60,"(18, 76, 60)",20,True
52,1,6,26,126,26,100,100,"(26, 100, 100)",19,True
52,1,7,26,126,26,100,100,"(26, 100, 100)",20,True
52,2,3,27,27,27,0,0,"(27, 0, 0)",5,True
52,2,4,27,86,18,77,59,"(18, 77, 59)",17,True
52,2,5,27,86,18,77,59,"(18, 77, 59)",18,True
52,2,6,27,126,26,101,99,"(26, 101, 99)",17,True
52,2,7,27,126,26,101,99,"(26, 101, 99)",18,True
52,3,4,27,86,18,77,59,"(18, 77, 59)",19,True
52,3,5,27,86,18,77,59,"(18, 77, 59)",20,True
52,3,6,27,126,26,101,99,"(26, 101, 99)",19,True
52,3,7,27,126,26,101,99,"(26, 101, 99)",20,True
52,4,5,86,86,86,0,0,"(86, 0, 0)",5,True
52,4,6,86,126,86,40,40,"(86, 40, 40)",17,True
52,4,7,86,126,86,40,40,"(86, 40, 40)",18,True
52,5,6,86,126,86,40,40,"(86, 40, 40)",19,True
52,5,7,86,126,86,40,40,"(86, 40, 40)",20,True
52,6,7,126,126,126,0,0,"(126, 0, 0)",5,True
53,0,1,26,26,26,0,0,"(26, 0, 0)",14,True
53,0,2,26,27,26,1,1,"(26, 1, 1)",21,True
53,0,3,26,27,26,1,1,"(26, 1, 1)",22,True
53,0,4,26,86,18,76,60,"(18, 76, 60)",21,True
53,0,5,26,86,18,76,60,"(18, 76, 60)",22,True
53,0,6,26,126,26,100,100,"(26, 100, 100)",21,True
53,0,7,26,126,26,100,100,"(26, 100, 100)",22,True
53,1,2,26,27,26,1,1,"(26, 1, 1)",23,True
53,1,3,26,27,26,1,1,"(26, 1, 1)",24,True
53,1,4,26,86,18,76,60,"(18, 76, 60)",23,True
53,1,5,26,86,18,76,60,"(18, 76, 60)",24,True
53,1,6,26,126,26,100,100,"(26, 100, 100)",23,True
53,1,7,26,126,26,100,100,"(26, 100, 100)",24,True
53,2,3,27,27,27,0,0,"(27, 0, 0)",6,True
53,2,4,27,86,18,77,59,"(18, 77, 59)",21,True
53,2,5,27,86,18,77,59,"(18, 77, 59)",22,True
53,2,6,27,126,26,101,99,"(26, 101, 99)",21,True
53,2,7,27,126,26,101,99,"(26, 101, 99)",22,True
53,3,4,27,86,18,77,59,"(18, 77, 59)",23,True
53,3,5,27,86,18,77,59,"(18, 77, 59)",24,True
53,3,6,27,126,26,101,99,"(26, 101, 99)",23,True
53,3,7,27,126,26,101,99,"(26, 101, 99)",24,True
53,4,5,86,86,86,0,0,"(86, 0, 0)",6,True
53,4,6,86,126,86,40,40,"(86, 40, 40)",21,True
53,4,7,86,126,86,40,40,"(86, 40, 40)",22,True
53,5,6,86,126,86,40,40,"(86, 40, 40)",23,True
53,5,7,86,126,86,40,40,"(86, 40, 40)",24,True
53,6,7,126,126,126,0,0,"(126, 0, 0)",6,True
54,0,1,26,26,26,0,0,"(26, 0, 0)",15,True
54,0,2,26,27,26,1,1,"(26, 1, 1)",25,True
54,0,3,26,27,26,1,1,"(26, 1, 1)",26,True
54,0,4,26,86,18,76,60,"(18, 76, 60)",25,True
54,0,5,26,86,18,76,60,"(18, 76, 60)",26,True
54,0,6,26,126,26,100,100,"(26, 100, 100)",25,True
54,0,7,26,126,26,100,100,"(26, 100, 100)",26,True
54,1,2,26,27,26,1,1,"(26, 1, 1)",27,True
54,1,3,26,27,26,1,1,"(26, 1, 1)",28,True
54,1,4,26,86,18,76,60,"(18, 76, 60)",27,True
54,1,5,26,86,18,76,60,"(18, 76, 60)",28,True
54,1,6,26,126,26,100,100,"(26, 100, 100)",27,True
54,1,7,26,126,26,100,100,"(26, 100, 100)",28,True
54,2,3,27,27,27,0,0,"(27, 0, 0)",7,True
54,2,4,27,86,18,77,59,"(18, 77, 59)",25,True
54,2,5,27,86,18,77,59,"(18, 77, 59)",26,True
54,2,6,27,126,26,101,99,"(26, 101, 99)",25,True
54,2,7,27,126,26,101,99,"(26, 101, 99)",26,True
54,3,4,27,86,18,77,59,"(18, 77, 59)",27,True
54,3,5,27,86,18,77,59,"(18, 77, 59)",28,True
54,3,6,27,126,26,101,99,"(26, 101, 99)",27,True
54,3,7,27,126,26,101,99,"(26, 101, 99)",28,True
54,4,5,86,86,86,0,0,"(86, 0, 0)",7,True
54,4,6,86,126,86,40,40,"(86, 40, 40)",25,True
54,4,7,86,126,86,40,40,"(86, 40, 40)",26,True
54,5,6,86,126,86,40,40,"(86, 40, 40)",27,True
54,5,7,86,126,86,40,40,"(86, 40, 40)",28,True
54,6,7,126,126,126,0,0,"(126, 0, 0)",7,True
55,0,1,26,26,26,0,0,"(26, 0, 0)",16,True
55,0,2,26,27,26,1,1,"(26, 1, 1)",29,True
55,0,3,26,27,26,1,1,"(26, 1, 1)",30,True
55,0,4,26,86,18,76,60,"(18, 76, 60)",29,True
55,0,5,26,86,18,76,60,"(18, 76, 60)",30,True
55,0,6,26,126,26,100,100,"(26, 100, 100)",29,True
55,0,7,26,126,26,100,100,"(26, 100, 100)",30,True
55,1,2,26,27,26,1,1,"(26, 1, 1)",31,True
55,1,3,26,27,26,1,1,"(26, 1, 1)",32,True
55,1,4,26,86,18,76,60,"(18, 76, 60)",31,True
55,1,5,26,86,18,76,60,"(18, 76, 60)",32,True
55,1,6,26,126,26,100,100,"(26, 100, 100)",31,True
55,1,7,26,126,26,100,100,"(26, 100, 100)",32,True
55,2,3,27,27,27,0,0,"(27, 0, 0)",8,True
55,2,4,27,86,18,77,59,"(18, 77, 59)",29,True
55,2,5,27,86,18,77,59,"(18, 77, 59)",30,True
55,2,6,27,126,26,101,99,"(26, 101, 99)",29,True
55,2,7,27,126,26,101,99,"(26, 101, 99)",30,True
55,3,4,27,86,18,77,59,"(18, 77, 59)",31,True
55,3,5,27,86,18,77,59,"(18, 77, 59)",32,True
55,3,6,27,126,26,101,99,"(26, 101, 99)",31,True
55,3,7,27,126,26,101,99,"(26, 101, 99)",32,True
55,4,5,86,86,86,0,0,"(86, 0, 0)",8,True
55,4,6,86,126,86,40,40,"(86, 40, 40)",29,True
55,4,7,86,126,86,40,40,"(86, 40, 40)",30,True
55,5,6,86,126,86,40,40,"(86, 40, 40)",31,True
55,5,7,86,126,86,40,40,"(86, 40, 40)",32,True
55,6,7,126,126,126,0,0,"(126, 0, 0)",8,True
56,0,1,27,27,27,0,0,"(27, 0, 0)",9,True
56,0,2,27,28,24,7,1,"(24, 7, 1)",1,False
56,0,3,27,28,24,7,1,"(24, 7, 1)",2,True
56,0,4,27,87,19,76,60,"(19, 76, 60)",1,False
56,0,5,27,87,19,76,60,"(19, 76, 60)",2,True
56,0,6,27,127,27,100,100,"(27, 100, 100)",1,False
56,0,7,27,127,27,100,100,"(27, 100, 100)",2,True
56,1,2,27,28,24,7,1,"(24, 7, 1)",3,True
56,1,3,27,28,24,7,1,"(24, 7, 1)",4,True
56,1,4,27,87,19,76,60,"(19, 76, 60)",3,True
56,1,5,27,87,19,76,60,"(19, 76, 60)",4,True
56,1,6,27,127,27,100,100,"(27, 100, 100)",3,True
56,1,7,27,127,27,100,100,"(27, 100, 100)",4,True
56,2,3,28,28,28,0,0,"(28, 0, 0)",1,False
56,2,4,28,87,20,75,59,"(20, 75, 59)",1,False
56,2,5,28,87,20,75,59,"(20, 75, 59)",2,True
56,2,6,28,127,28,99,99,"(28, 99, 99)",1,False
56,2,7,28,127,28,99,99,"(28, 99, 99)",2,True
56,3,4,28,87,20,75,59,"(20, 75, 59)",3,True
56,3,5,28,87,20,75,59,"(20, 75, 59)",4,True
56,3,6,28,127,28,99,99,"(28, 99, 99)",3,True
56,3,7,28,127,28,99,99,"(28, 99, 99)",4,True
56,4,5,87,87,87,0,0,"(87, 0, 0)",1,False
56,4,6,87,127,87,40,40,"(87, 40, 40)",1,False
56,4,7,87,127,87,40,40,"(87, 40, 40)",2,True
56,5,6,87,127,87,40,40,"(87, 40, 40)",3,True
56,5,7,87,127,87,40,40,"(87, 40, 40)",4,True
56,6,7,127,127,127,0,0,"(127, 0, 0)",1,False
57,0,1,27,27,27,0,0,"(27, 0, 0)",10,True
57,0,2,27,28,24,7,1,"(24, 7, 1)",5,True
57,0,3,27,28,24,7,1,"(24, 7, 1)",6,True
57,0,4,27,87,19,76,60,"(19, 76, 60)",5,True
57,0,5,27,87,19,76,60,"(19, 76, 60)",6,True
57,0,6,27,127,27,100,100,"(27, 100, 100)",5,True
57,0,7,27,127,27,100,100,"(27, 100, 100)",6,True
57,1,2,27,28,24,7,1,"(24, 7, 1)",7,True
57,1,3,27,28,24,7,1,"(24, 7, 1)",8,True
57,1,4,27,87,19,76,60,"(19, 76, 60)",7,True
57,1,5,27,87,19,76,60,"(19, 76, 60)",8,True
57,1,6,27,127,27,100,100,"(27, 100, 100)",7,True
57,1,7,27,127,27,100,100,"(27, 100, 100)",8,True
57,2,3,28,28,28,0,0,"(28, 0, 0)",2,True
57,2,4,28,87,20,75,59,"(20, 75, 59)",5,True
57,2,5,28,87,20,75,59,"(20, 75, 59)",6,True
57,2,6,28,127,28,99,99,"(28, 99, 99)",5,True
57,2,7,28,127,28,99,99,"(28, 99, 99)",6,True
57,3,4,28,87,20,75,59,"(20, 75, 59)",7,True
57,3,5,28,87,20,75,59,"(20, 75, 59)",8,True
57,3,6,28,127,28,99,99,"(28, 99, 99)",7,True
57,3,7,28,127,28,99,99,"(28, 99, 99)",8,True
57,4,5,87,87,87,0,0,"(87, 0, 0)",2,True
57,4,6,87,127,87,40,40,"(87, 40, 40)",5,True
57,4,7,87,127,87,40,40,"(87, 40, 40)",6,True
57,5,6,87,127,87,40,40,"(87, 40, 40)",7,True
57,5,7,87,127,87,40,40,"(87, 40, 40)",8,True
57,6,7,127,127,127,0,0,"(127, 0, 0)",2,True
58,0,1,27,27,27,0,0,"(27, 0, 0)",11,True
58,0,2,27,28,24,7,1,"(24, 7, 1)",9,True
58,0,3,27,28,24,7,1,"(24, 7, 1)",10,True
58,0,4,27,87,19,76,60,"(19, 76, 60)",9,True
58,0,5,27,87,19,76,60,"(19, 76, 60)",10,True
58,0,6,27,127,27,100,100,"(27, 100, 100)",9,True
58,0,7,27,127,27,100,100,"(27, 100, 100)",10,True
58,1,2,27,28,24,7,1,"(24, 7, 1)",11,True
58,1,3,27,28,24,7,1,"(24, 7, 1)",12,True
58,1,4,27,87,19,76,60,"(19, 76, 60)",11,True
58,1,5,27,87,19,76,60,"(19, 76, 60)",12,True
58,1,6,27,127,27,100,100,"(27, 100, 100)",11,True
58,1,7,27,127,27,100,100,"(27, 100, 100)",12,True
58,2,3,28,28,28,0,0,"(28, 0, 0)",3,True
58,2,4,28,87,20,75,59,"(20, 75, 59)",9,True
58,2,5,28,87,20,75,59,"(20, 75, 59)",10,True
58,2,6,28,127,28,99,99,"(28, 99, 99)",9,True
58,2,7,28,127,28,99,99,"(28, 99, 99)",10,True
58,3,4,28,87,20,75,59,"(20, 75, 59)",11,True
58,3,5,28,87,20,75,59,"(20, 75, 59)",12,True
58,3,6,28,127,28,99,99,"(28, 99, 99)",11,True
58,3,7,28,127,28,99,99,"(28, 99, 99)",12,True
58,4,5,87,87,87,0,0,"(87, 0, 0)",3,True
58,4,6,87,127,87,40,40,"(87, 40, 40)",9,True
58,4,7,87,127,87,40,40,"(87, 40, 40)",10,True
58,5,6,87,127,87,40,40,"(87, 40, 40)",11,True
58,5,7,87,127,87,40,40,"(87, 40, 40)",12,True
58,6,7,127,127,127,0,0,"(127, 0, 0)",3,True
59,0,1,27,27,27,0,0,"(27, 0, 0)",12,True
59,0,2,27,28,24,7,1,"(24, 7, 1)",13,True
59,0,3,27,28,24,7,1,"(24, 7, 1)",14,True
59,0,4,27,87,19,76,60,"(19, 76, 60)",13,True
59,0,5,27,87,19,76,60,"(19, 76, 60)",14,True
59,0,6,27,127,27,100,100,"(27, 100, 100)",13,True
59,0,7,27,127,27,100,100,"(27, 100, 100)",14,True
59,1,2,27,28,24,7,1,"(24, 7, 1)",15,True
59,1,3,27,28,24,7,1,"(24, 7, 1)",16,True
59,1,4,27,87,19,76,60,"(19, 76, 60)",15,True
59,1,5,27,87,19,76,60,"(19, 76, 60)",16,True
59,1,6,27,127,27,100,100,"(27, 100, 100)",15,True
59,1,7,27,127,27,100,100,"(27, 100, 100)",16,True
59,2,3,28,28,28,0,0,"(28, 0, 0)",4,True
59,2,4,28,87,20,75,59,"(20, 75, 59)",13,True
59,2,5,28,87,20,75,59,"(20, 75, 59)",14,True
59,2,6,28,127,28,99,99,"(28, 99, 99)",13,True
59,2,7,28,127,28,99,99,"(28, 99, 99)",14,True
59,3,4,28,87,20,75,59,"(20, 75, 59)",15,True
59,3,5,28,87,20,75,59,"(20, 75, 59)",16,True
59,3,6,28,127,28,99,99,"(28, 99, 99)",15,True
59,3,7,28,127,28,99,99,"(28, 99, 99)",16,True
59,4,5,87,87,87,0,0,"(87, 0, 0)",4,True
59,4,6,87,127,87,40,40,"(87, 40, 40)",13,True
59,4,7,87,127,87,40,40,"(87, 40, 40)",14,True
59,5,6,87,127,87,40,40,"(87, 40, 40)",15,True
59,5,7,87,127,87,40,40,"(87, 40, 40)",16,True
59,6,7,127,127,127,0,0,"(127, 0, 0)",4,True
60,0,1,27,27,27,0,0,"(27, 0, 0)",13,True
60,0,2,27,28,24,7,1,"(24, 7, 1)",17,True
60,0,3,27,28,24,7,1,"(24, 7, 1)",18,True
60,0,4,27,87,19,76,60,"(19, 76, 60)",17,True
60,0,5,27,87,19,76,60,"(19, 76, 60)",18,True
60,0,6,27,127,27,100,100,"(27, 100, 100)",17,True
60,0,7,27,127,27,100,100,"(27, 100, 100)",18,True
60,1,2,27,28,24,7,1,"(24, 7, 1)",19,True
60,1,3,27,28,24,7,1,"(24, 7, 1)",20,True
60,1,4,27,87,19,76,60,"(19, 76, 60)",19,True
60,1,5,27,87,19,76,60,"(19, 76, 60)",20,True
60,1,6,27,127,27,100,100,"(27, 100, 100)",19,True
60,1,7,27,127,27,100,100,"(27, 100, 100)",20,True
60,2,3,28,28,28,0,0,"(28, 0, 0)",5,True
60,2,4,28,87,20,75,59,"(20, 75, 59)",17,True
60,2,5,28,87,20,75,59,"(20, 75, 59)",18,True
60,2,6,28,127,28,99,99,"(28, 99, 99)",17,True
60,2,7,28,127,28,99,99,"(28, 99, 99)",18,True
60,3,4,28,87,20,75,59,"(20, 75, 59)",19,True
60,3,5,28,87,20,75,59,"(20, 75, 59)",20,True
60,3,6,28,127,28,99,99,"(28, 99, 99)",19,True
60,3,7,28,127,28,99,99,"(28, 99, 99)",20,True
60,4,5,87,87,87,0,0,"(87, 0, 0)",5,True
60,4,6,87,127,87,40,40,"(87, 40, 40)",17,True
60,4,7,87,127,87,40,40,"(87, 40, 40)",18,True
60,5,6,87,127,87,40,40,"(87, 40, 40)",19,True
60,5,7,87,127,87,40,40,"(87, 40, 40)",20,True
60,6,7,127,127,127,0,0,"(127, 0, 0)",5,True
61,0,1,27,27,27,0,0,"(27, 0, 0)",14,True
61,0,2,27,28,24,7,1,"(24, 7, 1)",21,True
61,0,3,27,28,24,7,1,"(24, 7, 1)",22,True
61,0,4,27,87,19,76,60,"(19, 76, 60)",21,True
61,0,5,27,87,19,76,60,"(19, 76, 60)",22,True
61,0,6,27,127,27,100,100,"(27, 100, 100)",21,True
61,0,7,27,127,27,100,100,"(27, 100, 100)",22,True
61,1,2,27,28,24,7,1,"(24, 7, 1)",23,True
61,1,3,27,28,24,7,1,"(24, 7, 1)",24,True
61,1,4,27,87,19,76,60,"(19, 76, 60)",23,True
61,1,5,27,87,19,76,60,"(19, 76, 60)",24,True
61,1,6,27,127,27,100,100,"(27, 100, 100)",23,True
61,1,7,27,127,27,100,100,"(27, 100, 100)",24,True
61,2,3,28,28,28,0,0,"(28, 0, 0)",6,True
61,2,4,28,87,20,75,59,"(20, 75, 59)",21,True
61,2,5,28,87,20,75,59,"(20, 75, 59)",22,True
61,2,6,28,127,28,99,99,"(28, 99, 99)",21,True
61,2,7,28,127,28,99,99,"(28, 99, 99)",22,True
61,3,4,28,87,20,75,59,"(20, 75, 59)",23,True
61,3,5,28,87,20,75,59,"(20, 75, 59)",24,True
61,3,6,28,127,28,99,99,"(28, 99, 99)",23,True
61,3,7,28,127,28,99,99,"(28, 99, 99)",24,True
61,4,5,87,87,87,0,0,"(87, 0, 0)",6,True
61,4,6,87,127,87,40,40,"(87, 40, 40)",21,True
61,4,7,87,127,87,40,40,"(87, 40, 40)",22,True
61,5,6,87,127,87,40,40,"(87, 40, 40)",23,True
61,5,7,87,127,87,40,40,"(87, 40, 40)",24,True
61,6,7,127,127,127,0,0,"(127, 0, 0)",6,True
62,0,1,27,27,27,0,0,"(27, 0, 0)",15,True
62,0,2,27,28,24,7,1,"(24, 7, 1)",25,True
62,0,3,27,28,24,7,1,"(24, 7, 1)",26,True
62,0,4,27,87,19,76,60,"(19, 76, 60)",25,True
62,0,5,27,87,19,76,60,"(19, 76, 60)",26,True
62,0,6,27,127,27,100,100,"(27, 100, 100)",25,True
62,0,7,27,127,27,100,100,"(27, 100, 100)",26,True
62,1,2,27,28,24,7,1,"(24, 7, 1)",27,True
62,1,3,27,28,24,7,1,"(24, 7, 1)",28,True
62,1,4,27,87,19,76,60,"(19, 76, 60)",27,True
62,1,5,27,87,19,76,60,"(19, 76, 60)",28,True
62,1,6,27,127,27,100,100,"(27, 100, 100)",27,True
62,1,7,27,127,27,100,100,"(27, 100, 100)",28,True
62,2,3,28,28,28,0,0,"(28, 0, 0)",7,True
62,2,4,28,87,20,75,59,"(20, 75, 59)",25,True
62,2,5,28,87,20,75,59,"(20, 75, 59)",26,True
62,2,6,28,127,28,99,99,"(28, 99, 99)",25,True
62,2,7,28,127,28,99,99,"(28, 99, 99)",26,True
62,3,4,28,87,20,75,59,"(20, 75, 59)",27,True
62,3,5,28,87,20,75,59,"(20, 75, 59)",28,True
62,3,6,28,127,28,99,99,"(28, 99, 99)",27,True
62,3,7,28,127,28,99,99,"(28, 99, 99)",28,True
62,4,5,87,87,87,0,0,"(87, 0, 0)",7,True
62,4,6,87,127,87,40,40,"(87, 40, 40)",25,True
62,4,7,87,127,87,40,40,"(87, 40, 40)",26,True
62,5,6,87,127,87,40,40,"(87, 40, 40)",27,True
62,5,7,87,127,87,40,40,"(87, 40, 40)",28,True
62,6,7,127,127,127,0,0,"(127, 0, 0)",7,True
63,0,1,27,27,27,0,0,"(27, 0, 0)",16,True
63,0,2,27,28,24,7,1,"(24, 7, 1)",29,True
63,0,3,27,28,24,7,1,"(24, 7, 1)",30,True
63,0,4,27,87,19,76,60,"(19, 76, 60)",29,True
63,0,5,27,87,19,76,60,"(19, 76, 60)",30,True
63,0,6,27,127,27,100,100,"(27, 100, 100)",29,True
63,0,7,27,127,27,100,100,"(27, 100, 100)",30,True
63,1,2,27,28,24,7,1,"(24, 7, 1)",31,True
63,1,3,27,28,24,7,1,"(24, 7, 1)",32,True
63,1,4,27,87,19,76,60,"(19, 76, 60)",31,True
63,1,5,27,87,19,76,60,"(19, 76, 60)",32,True
63,1,6,27,127,27,100,100,"(27, 100, 100)",31,True
63,1,7,27,127,27,100,100,"(27, 100, 100)",32,True
63,2,3,28,28,28,0,0,"(28, 0, 0)",8,True
63,2,4,28,87,20,75,59,"(20, 75, 59)",29,True
63,2,5,28,87,20,75,59,"(20, 75, 59)",30,True
63,2,6,28,127,28,99,99,"(28, 99, 99)",29,True
63,2,7,28,127,28,99,99,"(28, 99, 99)",30,True
63,3,4,28,87,20,75,59,"(20, 75, 59)",31,True
63,3,5,28,87,20,75,59,"(20, 75, 59)",32,True
63,3,6,28,127,28,99,99,"(28, 99, 99)",31,True
63,3,7,28,127,28,99,99,"(28, 99, 99)",32,True
63,4,5,87,87,87,0,0,"(87, 0, 0)",8,True
63,4,6,87,127,87,40,40,"(87, 40, 40)",29,True
63,4,7,87,127,87,40,40,"(87, 40, 40)",30,True
63,5,6,87,127,87,40,40,"(87, 40, 40)",31,True
63,5,7,87,127,87,40,40,"(87, 40, 40)",32,True
63,6,7,127,127,127,0,0,"(127, 0, 0)",8,True
