basis_number,generator_1_observed_id,generator_1_closure_id,generator_1_bits,generator_2_observed_id,generator_2_closure_id,generator_2_bits,generator_3_observed_id,generator_3_closure_id,generator_3_bits,generator_4_observed_id,generator_4_closure_id,generator_4_bits,generator_5_observed_id,generator_5_closure_id,generator_5_bits
203,V02,G02,00001010001,V04,G05,01000010100,V05,G06,01001010000,V06,G08,10001000110,V11,G20,11100010110
204,V02,G02,00001010001,V04,G05,01000010100,V05,G06,01001010000,V06,G08,10001000110,V12,G23,11101010010
205,V02,G02,00001010001,V04,G05,01000010100,V05,G06,01001010000,V07,G16,10100010111,V09,G15,11000000011
206,V02,G02,00001010001,V04,G05,01000010100,V05,G06,01001010000,V07,G16,10100010111,V10,G12,11001000111
207,V02,G02,00001010001,V04,G05,01000010100,V05,G06,01001010000,V08,G19,10101010011,V09,G15,11000000011
208,V02,G02,00001010001,V04,G05,01000010100,V05,G06,01001010000,V08,G19,10101010011,V10,G12,11001000111
209,V02,G02,00001010001,V04,G05,01000010100,V05,G06,01001010000,V09,G15,11000000011,V11,G20,11100010110
210,V02,G02,00001010001,V04,G05,01000010100,V05,G06,01001010000,V09,G15,11000000011,V12,G23,11101010010
211,V02,G02,00001010001,V04,G05,01000010100,V05,G06,01001010000,V10,G12,11001000111,V11,G20,11100010110
212,V02,G02,00001010001,V04,G05,01000010100,V05,G06,01001010000,V10,G12,11001000111,V12,G23,11101010010
213,V02,G02,00001010001,V04,G05,01000010100,V06,G08,10001000110,V07,G16,10100010111,V08,G19,10101010011
214,V02,G02,00001010001,V04,G05,01000010100,V06,G08,10001000110,V07,G16,10100010111,V10,G12,11001000111
215,V02,G02,00001010001,V04,G05,01000010100,V06,G08,10001000110,V07,G16,10100010111,V11,G20,11100010110
216,V02,G02,00001010001,V04,G05,01000010100,V06,G08,10001000110,V08,G19,10101010011,V10,G12,11001000111
217,V02,G02,00001010001,V04,G05,01000010100,V06,G08,10001000110,V08,G19,10101010011,V12,G23,11101010010
218,V02,G02,00001010001,V04,G05,01000010100,V06,G08,10001000110,V10,G12,11001000111,V11,G20,11100010110
219,V02,G02,00001010001,V04,G05,01000010100,V06,G08,10001000110,V10,G12,11001000111,V12,G23,11101010010
220,V02,G02,00001010001,V04,G05,01000010100,V06,G08,10001000110,V11,G20,11100010110,V12,G23,11101010010
221,V02,G02,00001010001,V04,G05,01000010100,V07,G16,10100010111,V08,G19,10101010011,V09,G15,11000000011
222,V02,G02,00001010001,V04,G05,01000010100,V07,G16,10100010111,V08,G19,10101010011,V10,G12,11001000111
223,V02,G02,00001010001,V04,G05,01000010100,V07,G16,10100010111,V09,G15,11000000011,V10,G12,11001000111
224,V02,G02,00001010001,V04,G05,01000010100,V07,G16,10100010111,V09,G15,11000000011,V11,G20,11100010110
225,V02,G02,00001010001,V04,G05,01000010100,V07,G16,10100010111,V10,G12,11001000111,V11,G20,11100010110
226,V02,G02,00001010001,V04,G05,01000010100,V08,G19,10101010011,V09,G15,11000000011,V10,G12,11001000111
227,V02,G02,00001010001,V04,G05,01000010100,V08,G19,10101010011,V09,G15,11000000011,V12,G23,11101010010
228,V02,G02,00001010001,V04,G05,01000010100,V08,G19,10101010011,V10,G12,11001000111,V12,G23,11101010010
229,V02,G02,00001010001,V04,G05,01000010100,V09,G15,11000000011,V10,G12,11001000111,V11,G20,11100010110
230,V02,G02,00001010001,V04,G05,01000010100,V09,G15,11000000011,V10,G12,11001000111,V12,G23,11101010010
231,V02,G02,00001010001,V04,G05,01000010100,V09,G15,11000000011,V11,G20,11100010110,V12,G23,11101010010
232,V02,G02,00001010001,V04,G05,01000010100,V10,G12,11001000111,V11,G20,11100010110,V12,G23,11101010010
233,V02,G02,00001010001,V05,G06,01001010000,V06,G08,10001000110,V07,G16,10100010111,V08,G19,10101010011
234,V02,G02,00001010001,V05,G06,01001010000,V06,G08,10001000110,V07,G16,10100010111,V09,G15,11000000011
235,V02,G02,00001010001,V05,G06,01001010000,V06,G08,10001000110,V07,G16,10100010111,V12,G23,11101010010
236,V02,G02,00001010001,V05,G06,01001010000,V06,G08,10001000110,V08,G19,10101010011,V09,G15,11000000011
237,V02,G02,00001010001,V05,G06,01001010000,V06,G08,10001000110,V08,G19,10101010011,V11,G20,11100010110
238,V02,G02,00001010001,V05,G06,01001010000,V06,G08,10001000110,V09,G15,11000000011,V11,G20,11100010110
239,V02,G02,00001010001,V05,G06,01001010000,V06,G08,10001000110,V09,G15,11000000011,V12,G23,11101010010
240,V02,G02,00001010001,V05,G06,01001010000,V06,G08,10001000110,V11,G20,11100010110,V12,G23,11101010010
241,V02,G02,00001010001,V05,G06,01001010000,V07,G16,10100010111,V08,G19,10101010011,V09,G15,11000000011
242,V02,G02,00001010001,V05,G06,01001010000,V07,G16,10100010111,V08,G19,10101010011,V10,G12,11001000111
243,V02,G02,00001010001,V05,G06,01001010000,V07,G16,10100010111,V09,G15,11000000011,V10,G12,11001000111
244,V02,G02,00001010001,V05,G06,01001010000,V07,G16,10100010111,V09,G15,11000000011,V12,G23,11101010010
245,V02,G02,00001010001,V05,G06,01001010000,V07,G16,10100010111,V10,G12,11001000111,V12,G23,11101010010
246,V02,G02,00001010001,V05,G06,01001010000,V08,G19,10101010011,V09,G15,11000000011,V10,G12,11001000111
247,V02,G02,00001010001,V05,G06,01001010000,V08,G19,10101010011,V09,G15,11000000011,V11,G20,11100010110
248,V02,G02,00001010001,V05,G06,01001010000,V08,G19,10101010011,V10,G12,11001000111,V11,G20,11100010110
249,V02,G02,00001010001,V05,G06,01001010000,V09,G15,11000000011,V10,G12,11001000111,V11,G20,11100010110
250,V02,G02,00001010001,V05,G06,01001010000,V09,G15,11000000011,V10,G12,11001000111,V12,G23,11101010010
251,V02,G02,00001010001,V05,G06,01001010000,V09,G15,11000000011,V11,G20,11100010110,V12,G23,11101010010
252,V02,G02,00001010001,V05,G06,01001010000,V10,G12,11001000111,V11,G20,11100010110,V12,G23,11101010010
253,V02,G02,00001010001,V06,G08,10001000110,V07,G16,10100010111,V08,G19,10101010011,V09,G15,11000000011
254,V02,G02,00001010001,V06,G08,10001000110,V07,G16,10100010111,V08,G19,10101010011,V10,G12,11001000111
255,V02,G02,00001010001,V06,G08,10001000110,V07,G16,10100010111,V08,G19,10101010011,V11,G20,11100010110
256,V02,G02,00001010001,V06,G08,10001000110,V07,G16,10100010111,V08,G19,10101010011,V12,G23,11101010010
257,V02,G02,00001010001,V06,G08,10001000110,V07,G16,10100010111,V09,G15,11000000011,V10,G12,11001000111
258,V02,G02,00001010001,V06,G08,10001000110,V07,G16,10100010111,V09,G15,11000000011,V11,G20,11100010110
259,V02,G02,00001010001,V06,G08,10001000110,V07,G16,10100010111,V10,G12,11001000111,V12,G23,11101010010
260,V02,G02,00001010001,V06,G08,10001000110,V07,G16,10100010111,V11,G20,11100010110,V12,G23,11101010010
261,V02,G02,00001010001,V06,G08,10001000110,V08,G19,10101010011,V09,G15,11000000011,V10,G12,11001000111
262,V02,G02,00001010001,V06,G08,10001000110,V08,G19,10101010011,V09,G15,11000000011,V12,G23,11101010010
263,V02,G02,00001010001,V06,G08,10001000110,V08,G19,10101010011,V10,G12,11001000111,V11,G20,11100010110
264,V02,G02,00001010001,V06,G08,10001000110,V08,G19,10101010011,V11,G20,11100010110,V12,G23,11101010010
265,V02,G02,00001010001,V06,G08,10001000110,V09,G15,11000000011,V10,G12,11001000111,V11,G20,11100010110
266,V02,G02,00001010001,V06,G08,10001000110,V09,G15,11000000011,V10,G12,11001000111,V12,G23,11101010010
267,V02,G02,00001010001,V06,G08,10001000110,V09,G15,11000000011,V11,G20,11100010110,V12,G23,11101010010
268,V02,G02,00001010001,V06,G08,10001000110,V10,G12,11001000111,V11,G20,11100010110,V12,G23,11101010010
269,V02,G02,00001010001,V07,G16,10100010111,V08,G19,10101010011,V09,G15,11000000011,V11,G20,11100010110
270,V02,G02,00001010001,V07,G16,10100010111,V08,G19,10101010011,V09,G15,11000000011,V12,G23,11101010010
271,V02,G02,00001010001,V07,G16,10100010111,V08,G19,10101010011,V10,G12,11001000111,V11,G20,11100010110
272,V02,G02,00001010001,V07,G16,10100010111,V08,G19,10101010011,V10,G12,11001000111,V12,G23,11101010010
273,V02,G02,00001010001,V07,G16,10100010111,V09,G15,11000000011,V10,G12,11001000111,V11,G20,11100010110
274,V02,G02,00001010001,V07,G16,10100010111,V09,G15,11000000011,V10,G12,11001000111,V12,G23,11101010010
275,V02,G02,00001010001,V07,G16,10100010111,V09,G15,11000000011,V11,G20,11100010110,V12,G23,11101010010
276,V02,G02,00001010001,V07,G16,10100010111,V10,G12,11001000111,V11,G20,11100010110,V12,G23,11101010010
277,V02,G02,00001010001,V08,G19,10101010011,V09,G15,11000000011,V10,G12,11001000111,V11,G20,11100010110
278,V02,G02,00001010001,V08,G19,10101010011,V09,G15,11000000011,V10,G12,11001000111,V12,G23,11101010010
279,V02,G02,00001010001,V08,G19,10101010011,V09,G15,11000000011,V11,G20,11100010110,V12,G23,11101010010
280,V02,G02,00001010001,V08,G19,10101010011,V10,G12,11001000111,V11,G20,11100010110,V12,G23,11101010010
281,V03,G04,01000000001,V04,G05,01000010100,V05,G06,01001010000,V06,G08,10001000110,V07,G16,10100010111
282,V03,G04,01000000001,V04,G05,01000010100,V05,G06,01001010000,V06,G08,10001000110,V08,G19,10101010011
283,V03,G04,01000000001,V04,G05,01000010100,V05,G06,01001010000,V06,G08,10001000110,V11,G20,11100010110
284,V03,G04,01000000001,V04,G05,01000010100,V05,G06,01001010000,V06,G08,10001000110,V12,G23,11101010010
285,V03,G04,01000000001,V04,G05,01000010100,V05,G06,01001010000,V07,G16,10100010111,V09,G15,11000000011
286,V03,G04,01000000001,V04,G05,01000010100,V05,G06,01001010000,V07,G16,10100010111,V10,G12,11001000111
287,V03,G04,01000000001,V04,G05,01000010100,V05,G06,01001010000,V08,G19,10101010011,V09,G15,11000000011
288,V03,G04,01000000001,V04,G05,01000010100,V05,G06,01001010000,V08,G19,10101010011,V10,G12,11001000111
289,V03,G04,01000000001,V04,G05,01000010100,V05,G06,01001010000,V09,G15,11000000011,V11,G20,11100010110
290,V03,G04,01000000001,V04,G05,01000010100,V05,G06,01001010000,V09,G15,11000000011,V12,G23,11101010010
291,V03,G04,01000000001,V04,G05,01000010100,V05,G06,01001010000,V10,G12,11001000111,V11,G20,11100010110
292,V03,G04,01000000001,V04,G05,01000010100,V05,G06,01001010000,V10,G12,11001000111,V12,G23,11101010010
293,V03,G04,01000000001,V04,G05,01000010100,V06,G08,10001000110,V07,G16,10100010111,V08,G19,10101010011
294,V03,G04,01000000001,V04,G05,01000010100,V06,G08,10001000110,V07,G16,10100010111,V09,G15,11000000011
295,V03,G04,01000000001,V04,G05,01000010100,V06,G08,10001000110,V07,G16,10100010111,V12,G23,11101010010
296,V03,G04,01000000001,V04,G05,01000010100,V06,G08,10001000110,V08,G19,10101010011,V09,G15,11000000011
297,V03,G04,01000000001,V04,G05,01000010100,V06,G08,10001000110,V08,G19,10101010011,V11,G20,11100010110
298,V03,G04,01000000001,V04,G05,01000010100,V06,G08,10001000110,V09,G15,11000000011,V11,G20,11100010110
299,V03,G04,01000000001,V04,G05,01000010100,V06,G08,10001000110,V09,G15,11000000011,V12,G23,11101010010
300,V03,G04,01000000001,V04,G05,01000010100,V06,G08,10001000110,V11,G20,11100010110,V12,G23,11101010010
301,V03,G04,01000000001,V04,G05,01000010100,V07,G16,10100010111,V08,G19,10101010011,V09,G15,11000000011
302,V03,G04,01000000001,V04,G05,01000010100,V07,G16,10100010111,V08,G19,10101010011,V10,G12,11001000111
303,V03,G04,01000000001,V04,G05,01000010100,V07,G16,10100010111,V09,G15,11000000011,V10,G12,11001000111
304,V03,G04,01000000001,V04,G05,01000010100,V07,G16,10100010111,V09,G15,11000000011,V12,G23,11101010010
305,V03,G04,01000000001,V04,G05,01000010100,V07,G16,10100010111,V10,G12,11001000111,V12,G23,11101010010
306,V03,G04,01000000001,V04,G05,01000010100,V08,G19,10101010011,V09,G15,11000000011,V10,G12,11001000111
307,V03,G04,01000000001,V04,G05,01000010100,V08,G19,10101010011,V09,G15,11000000011,V11,G20,11100010110
308,V03,G04,01000000001,V04,G05,01000010100,V08,G19,10101010011,V10,G12,11001000111,V11,G20,11100010110
309,V03,G04,01000000001,V04,G05,01000010100,V09,G15,11000000011,V10,G12,11001000111,V11,G20,11100010110
310,V03,G04,01000000001,V04,G05,01000010100,V09,G15,11000000011,V10,G12,11001000111,V12,G23,11101010010
311,V03,G04,01000000001,V04,G05,01000010100,V09,G15,11000000011,V11,G20,11100010110,V12,G23,11101010010
312,V03,G04,01000000001,V04,G05,01000010100,V10,G12,11001000111,V11,G20,11100010110,V12,G23,11101010010
313,V03,G04,01000000001,V05,G06,01001010000,V06,G08,10001000110,V07,G16,10100010111,V08,G19,10101010011
314,V03,G04,01000000001,V05,G06,01001010000,V06,G08,10001000110,V07,G16,10100010111,V09,G15,11000000011
315,V03,G04,01000000001,V05,G06,01001010000,V06,G08,10001000110,V07,G16,10100010111,V12,G23,11101010010
316,V03,G04,01000000001,V05,G06,01001010000,V06,G08,10001000110,V08,G19,10101010011,V09,G15,11000000011
317,V03,G04,01000000001,V05,G06,01001010000,V06,G08,10001000110,V08,G19,10101010011,V11,G20,11100010110
318,V03,G04,01000000001,V05,G06,01001010000,V06,G08,10001000110,V09,G15,11000000011,V11,G20,11100010110
319,V03,G04,01000000001,V05,G06,01001010000,V06,G08,10001000110,V09,G15,11000000011,V12,G23,11101010010
320,V03,G04,01000000001,V05,G06,01001010000,V06,G08,10001000110,V11,G20,11100010110,V12,G23,11101010010
321,V03,G04,01000000001,V05,G06,01001010000,V07,G16,10100010111,V08,G19,10101010011,V09,G15,11000000011
322,V03,G04,01000000001,V05,G06,01001010000,V07,G16,10100010111,V08,G19,10101010011,V10,G12,11001000111
323,V03,G04,01000000001,V05,G06,01001010000,V07,G16,10100010111,V09,G15,11000000011,V10,G12,11001000111
324,V03,G04,01000000001,V05,G06,01001010000,V07,G16,10100010111,V09,G15,11000000011,V12,G23,11101010010
325,V03,G04,01000000001,V05,G06,01001010000,V07,G16,10100010111,V10,G12,11001000111,V12,G23,11101010010
326,V03,G04,01000000001,V05,G06,01001010000,V08,G19,10101010011,V09,G15,11000000011,V10,G12,11001000111
327,V03,G04,01000000001,V05,G06,01001010000,V08,G19,10101010011,V09,G15,11000000011,V11,G20,11100010110
328,V03,G04,01000000001,V05,G06,01001010000,V08,G19,10101010011,V10,G12,11001000111,V11,G20,11100010110
329,V03,G04,01000000001,V05,G06,01001010000,V09,G15,11000000011,V10,G12,11001000111,V11,G20,11100010110
330,V03,G04,01000000001,V05,G06,01001010000,V09,G15,11000000011,V10,G12,11001000111,V12,G23,11101010010
331,V03,G04,01000000001,V05,G06,01001010000,V09,G15,11000000011,V11,G20,11100010110,V12,G23,11101010010
332,V03,G04,01000000001,V05,G06,01001010000,V10,G12,11001000111,V11,G20,11100010110,V12,G23,11101010010
333,V04,G05,01000010100,V05,G06,01001010000,V06,G08,10001000110,V07,G16,10100010111,V09,G15,11000000011
334,V04,G05,01000010100,V05,G06,01001010000,V06,G08,10001000110,V07,G16,10100010111,V10,G12,11001000111
335,V04,G05,01000010100,V05,G06,01001010000,V06,G08,10001000110,V07,G16,10100010111,V11,G20,11100010110
336,V04,G05,01000010100,V05,G06,01001010000,V06,G08,10001000110,V07,G16,10100010111,V12,G23,11101010010
337,V04,G05,01000010100,V05,G06,01001010000,V06,G08,10001000110,V08,G19,10101010011,V09,G15,11000000011
338,V04,G05,01000010100,V05,G06,01001010000,V06,G08,10001000110,V08,G19,10101010011,V10,G12,11001000111
339,V04,G05,01000010100,V05,G06,01001010000,V06,G08,10001000110,V08,G19,10101010011,V11,G20,11100010110
340,V04,G05,01000010100,V05,G06,01001010000,V06,G08,10001000110,V08,G19,10101010011,V12,G23,11101010010
341,V04,G05,01000010100,V05,G06,01001010000,V06,G08,10001000110,V09,G15,11000000011,V11,G20,11100010110
342,V04,G05,01000010100,V05,G06,01001010000,V06,G08,10001000110,V09,G15,11000000011,V12,G23,11101010010
343,V04,G05,01000010100,V05,G06,01001010000,V06,G08,10001000110,V10,G12,11001000111,V11,G20,11100010110
344,V04,G05,01000010100,V05,G06,01001010000,V06,G08,10001000110,V10,G12,11001000111,V12,G23,11101010010
345,V04,G05,01000010100,V05,G06,01001010000,V07,G16,10100010111,V09,G15,11000000011,V11,G20,11100010110
346,V04,G05,01000010100,V05,G06,01001010000,V07,G16,10100010111,V09,G15,11000000011,V12,G23,11101010010
347,V04,G05,01000010100,V05,G06,01001010000,V07,G16,10100010111,V10,G12,11001000111,V11,G20,11100010110
348,V04,G05,01000010100,V05,G06,01001010000,V07,G16,10100010111,V10,G12,11001000111,V12,G23,11101010010
349,V04,G05,01000010100,V05,G06,01001010000,V08,G19,10101010011,V09,G15,11000000011,V11,G20,11100010110
350,V04,G05,01000010100,V05,G06,01001010000,V08,G19,10101010011,V09,G15,11000000011,V12,G23,11101010010
351,V04,G05,01000010100,V05,G06,01001010000,V08,G19,10101010011,V10,G12,11001000111,V11,G20,11100010110
352,V04,G05,01000010100,V05,G06,01001010000,V08,G19,10101010011,V10,G12,11001000111,V12,G23,11101010010
353,V04,G05,01000010100,V06,G08,10001000110,V07,G16,10100010111,V08,G19,10101010011,V09,G15,11000000011
354,V04,G05,01000010100,V06,G08,10001000110,V07,G16,10100010111,V08,G19,10101010011,V10,G12,11001000111
355,V04,G05,01000010100,V06,G08,10001000110,V07,G16,10100010111,V08,G19,10101010011,V11,G20,11100010110
356,V04,G05,01000010100,V06,G08,10001000110,V07,G16,10100010111,V08,G19,10101010011,V12,G23,11101010010
357,V04,G05,01000010100,V06,G08,10001000110,V07,G16,10100010111,V09,G15,11000000011,V10,G12,11001000111
358,V04,G05,01000010100,V06,G08,10001000110,V07,G16,10100010111,V09,G15,11000000011,V11,G20,11100010110
359,V04,G05,01000010100,V06,G08,10001000110,V07,G16,10100010111,V10,G12,11001000111,V12,G23,11101010010
360,V04,G05,01000010100,V06,G08,10001000110,V07,G16,10100010111,V11,G20,11100010110,V12,G23,11101010010
361,V04,G05,01000010100,V06,G08,10001000110,V08,G19,10101010011,V09,G15,11000000011,V10,G12,11001000111
362,V04,G05,01000010100,V06,G08,10001000110,V08,G19,10101010011,V09,G15,11000000011,V12,G23,11101010010
363,V04,G05,01000010100,V06,G08,10001000110,V08,G19,10101010011,V10,G12,11001000111,V11,G20,11100010110
364,V04,G05,01000010100,V06,G08,10001000110,V08,G19,10101010011,V11,G20,11100010110,V12,G23,11101010010
365,V04,G05,01000010100,V06,G08,10001000110,V09,G15,11000000011,V10,G12,11001000111,V11,G20,11100010110
366,V04,G05,01000010100,V06,G08,10001000110,V09,G15,11000000011,V10,G12,11001000111,V12,G23,11101010010
367,V04,G05,01000010100,V06,G08,10001000110,V09,G15,11000000011,V11,G20,11100010110,V12,G23,11101010010
368,V04,G05,01000010100,V06,G08,10001000110,V10,G12,11001000111,V11,G20,11100010110,V12,G23,11101010010
369,V04,G05,01000010100,V07,G16,10100010111,V08,G19,10101010011,V09,G15,11000000011,V11,G20,11100010110
370,V04,G05,01000010100,V07,G16,10100010111,V08,G19,10101010011,V09,G15,11000000011,V12,G23,11101010010
371,V04,G05,01000010100,V07,G16,10100010111,V08,G19,10101010011,V10,G12,11001000111,V11,G20,11100010110
372,V04,G05,01000010100,V07,G16,10100010111,V08,G19,10101010011,V10,G12,11001000111,V12,G23,11101010010
373,V04,G05,01000010100,V07,G16,10100010111,V09,G15,11000000011,V10,G12,11001000111,V11,G20,11100010110
374,V04,G05,01000010100,V07,G16,10100010111,V09,G15,11000000011,V10,G12,11001000111,V12,G23,11101010010
375,V04,G05,01000010100,V07,G16,10100010111,V09,G15,11000000011,V11,G20,11100010110,V12,G23,11101010010
376,V04,G05,01000010100,V07,G16,10100010111,V10,G12,11001000111,V11,G20,11100010110,V12,G23,11101010010
377,V04,G05,01000010100,V08,G19,10101010011,V09,G15,11000000011,V10,G12,11001000111,V11,G20,11100010110
378,V04,G05,01000010100,V08,G19,10101010011,V09,G15,11000000011,V10,G12,11001000111,V12,G23,11101010010
379,V04,G05,01000010100,V08,G19,10101010011,V09,G15,11000000011,V11,G20,11100010110,V12,G23,11101010010
380,V04,G05,01000010100,V08,G19,10101010011,V10,G12,11001000111,V11,G20,11100010110,V12,G23,11101010010
381,V05,G06,01001010000,V06,G08,10001000110,V07,G16,10100010111,V08,G19,10101010011,V09,G15,11000000011
382,V05,G06,01001010000,V06,G08,10001000110,V07,G16,10100010111,V08,G19,10101010011,V10,G12,11001000111
383,V05,G06,01001010000,V06,G08,10001000110,V07,G16,10100010111,V08,G19,10101010011,V11,G20,11100010110
384,V05,G06,01001010000,V06,G08,10001000110,V07,G16,10100010111,V08,G19,10101010011,V12,G23,11101010010
385,V05,G06,01001010000,V06,G08,10001000110,V07,G16,10100010111,V09,G15,11000000011,V10,G12,11001000111
386,V05,G06,01001010000,V06,G08,10001000110,V07,G16,10100010111,V09,G15,11000000011,V11,G20,11100010110
387,V05,G06,01001010000,V06,G08,10001000110,V07,G16,10100010111,V10,G12,11001000111,V12,G23,11101010010
388,V05,G06,01001010000,V06,G08,10001000110,V07,G16,10100010111,V11,G20,11100010110,V12,G23,11101010010
389,V05,G06,01001010000,V06,G08,10001000110,V08,G19,10101010011,V09,G15,11000000011,V10,G12,11001000111
390,V05,G06,01001010000,V06,G08,10001000110,V08,G19,10101010011,V09,G15,11000000011,V12,G23,11101010010
391,V05,G06,01001010000,V06,G08,10001000110,V08,G19,10101010011,V10,G12,11001000111,V11,G20,11100010110
392,V05,G06,01001010000,V06,G08,10001000110,V08,G19,10101010011,V11,G20,11100010110,V12,G23,11101010010
393,V05,G06,01001010000,V06,G08,10001000110,V09,G15,11000000011,V10,G12,11001000111,V11,G20,11100010110
394,V05,G06,01001010000,V06,G08,10001000110,V09,G15,11000000011,V10,G12,11001000111,V12,G23,11101010010
395,V05,G06,01001010000,V06,G08,10001000110,V09,G15,11000000011,V11,G20,11100010110,V12,G23,11101010010
396,V05,G06,01001010000,V06,G08,10001000110,V10,G12,11001000111,V11,G20,11100010110,V12,G23,11101010010
397,V05,G06,01001010000,V07,G16,10100010111,V08,G19,10101010011,V09,G15,11000000011,V11,G20,11100010110
398,V05,G06,01001010000,V07,G16,10100010111,V08,G19,10101010011,V09,G15,11000000011,V12,G23,11101010010
399,V05,G06,01001010000,V07,G16,10100010111,V08,G19,10101010011,V10,G12,11001000111,V11,G20,11100010110
400,V05,G06,01001010000,V07,G16,10100010111,V08,G19,10101010011,V10,G12,11001000111,V12,G23,11101010010
401,V05,G06,01001010000,V07,G16,10100010111,V09,G15,11000000011,V10,G12,11001000111,V11,G20,11100010110
402,V05,G06,01001010000,V07,G16,10100010111,V09,G15,11000000011,V10,G12,11001000111,V12,G23,11101010010
403,V05,G06,01001010000,V07,G16,10100010111,V09,G15,11000000011,V11,G20,11100010110,V12,G23,11101010010
404,V05,G06,01001010000,V07,G16,10100010111,V10,G12,11001000111,V11,G20,11100010110,V12,G23,11101010010
405,V05,G06,01001010000,V08,G19,10101010011,V09,G15,11000000011,V10,G12,11001000111,V11,G20,11100010110
406,V05,G06,01001010000,V08,G19,10101010011,V09,G15,11000000011,V10,G12,11001000111,V12,G23,11101010010
407,V05,G06,01001010000,V08,G19,10101010011,V09,G15,11000000011,V11,G20,11100010110,V12,G23,11101010010
408,V05,G06,01001010000,V08,G19,10101010011,V10,G12,11001000111,V11,G20,11100010110,V12,G23,11101010010
